word_id,source_range,單字,詞性,定義,用法,詞性變化,三態（現在式-過去式-過去分詞）,現在分詞（V-ing）,常見搭配,相關字,同義字,反義字,範例
W409,41-45,mood,n.,情緒；氣氛,reflect mood。,,,,mood in context：在語境中使用 mood；learn mood：學習「情緒；氣氛」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses mood in context.：考卷在語境中使用 mood。
W410,41-45,preoccupation,n.,關注；牽掛,preoccupations of past months。,,,,preoccupation in context：在語境中使用 preoccupation；learn preoccupation：學習「關注；牽掛」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses preoccupation in context.：考卷在語境中使用 preoccupation。
W411,41-45,emerge,v.,出現；浮現,changes emerged。,,emerge-emerged-emerged,emerging,emerge in context：在語境中使用 emerge；learn emerge：學習「出現；浮現」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses emerge in context.：考卷在語境中使用 emerge。
W412,41-45,resume,v.,恢復；重新開始,resumed pre-pandemic routines。,,resume-resumed-resumed,resuming,resume in context：在語境中使用 resume；learn resume：學習「恢復；重新開始」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses resume in context.：考卷在語境中使用 resume。
W413,41-45,pre-pandemic,adj.,疫情前的,pre-pandemic routines。,,,,pre-pandemic in context：在語境中使用 pre-pandemic；learn pre-pandemic：學習「疫情前的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses pre-pandemic in context.：考卷在語境中使用 pre-pandemic。
W414,41-45,routine,n.,例行事項；常規,returning to routines。,,,,routine in context：在語境中使用 routine；learn routine：學習「例行事項；常規」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses routine in context.：考卷在語境中使用 routine。
W415,41-45,product director,n.,產品總監,Oxford product director。,,,,product director in context：在語境中使用 product director；learn product director：學習「產品總監」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses product director in context.：考卷在語境中使用 product director。
W416,41-45,inspire,v.,啟發；激發,team was inspired to rethink。,,inspire-inspired-inspired,inspiring,inspire in context：在語境中使用 inspire；learn inspire：學習「啟發；激發」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses inspire in context.：考卷在語境中使用 inspire。
W417,41-45,rethink,v.,重新思考,rethink word selection。,,rethink-rethinked-rethinked,rethinking,rethink in context：在語境中使用 rethink；learn rethink：學習「重新思考」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses rethink in context.：考卷在語境中使用 rethink。
W418,41-45,selection,n.,選擇；挑選,word of the year selection。,,,,selection in context：在語境中使用 selection；learn selection：學習「選擇；挑選」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses selection in context.：考卷在語境中使用 selection。
W419,41-45,public vote,n.,公眾投票,put it up to public vote。,,,,public vote in context：在語境中使用 public vote；learn public vote：學習「公眾投票」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses public vote in context.：考卷在語境中使用 public vote。
W420,41-45,approach,n.,方法；途徑,same old approach。,,,,approach in context：在語境中使用 approach；learn approach：學習「方法；途徑」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses approach in context.：考卷在語境中使用 approach。
W421,41-45,come out of nowhere,phr.,突然冒出；毫無來由出現,term didn't come out of nowhere。,,,,come out of nowhere in context：在語境中使用 come out of nowhere；learn come out of nowhere：學習「突然冒出；毫無來由出現」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses come out of nowhere in context.：考卷在語境中使用 come out of nowhere。
W422,41-45,appear,v.,出現,appeared on Twitter。,,appear-appeared-appeared,appearing,appear in context：在語境中使用 appear；learn appear：學習「出現」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses appear in context.：考卷在語境中使用 appear。
W423,41-45,precursor,n.,先驅；前身,precursor in beast mode。,,,,precursor in context：在語境中使用 precursor；learn precursor：學習「先驅；前身」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses precursor in context.：考卷在語境中使用 precursor。
W424,41-45,reference,n./v.,提及；參照,a reference to a cartoon。,,,,reference in context：在語境中使用 reference；learn reference：學習「提及；參照」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses reference in context.：考卷在語境中使用 reference。
W425,41-45,shift into,phr. v.,轉變成,robots shift into beast mode。,,,,shift into in context：在語境中使用 shift into；learn shift into：學習「轉變成」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses shift into in context.：考卷在語境中使用 shift into。
W426,41-45,spike,v./n.,暴增；尖峰,interest spiked in February。,,spike-spiked-spiked,spiking,spike in context：在語境中使用 spike；learn spike：學習「暴增；尖峰」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses spike in context.：考卷在語境中使用 spike。
W427,41-45,viral,adj.,爆紅的；病毒式傳播的,viral tweet。,,,,viral in context：在語境中使用 viral；learn viral：學習「爆紅的；病毒式傳播的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses viral in context.：考卷在語境中使用 viral。
W428,41-45,feature,v./n.,以……為特色；特徵,tweet featured the word。,,feature-featured-featured,featuring,feature in context：在語境中使用 feature；learn feature：學習「以……為特色；特徵」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses feature in context.：考卷在語境中使用 feature。
W429,41-45,fake headline,n.,假標題,viral tweet used a fake headline。,,,,fake headline in context：在語境中使用 fake headline；learn fake headline：學習「假標題」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses fake headline in context.：考卷在語境中使用 fake headline。
W430,41-45,purportedly,adv.,據稱；表面上,purportedly written to show fake news。,,,,purportedly in context：在語境中使用 purportedly；learn purportedly：學習「據稱；表面上」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses purportedly in context.：考卷在語境中使用 purportedly。
W431,41-45,short-lived,adj.,短暫的,short-lived romance。,,,,short-lived in context：在語境中使用 short-lived；learn short-lived：學習「短暫的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses short-lived in context.：考卷在語境中使用 short-lived。
W432,41-45,romance,n.,戀情；浪漫,romance between Julia Fox and Ye。,,,,romance in context：在語境中使用 romance；learn romance：學習「戀情；浪漫」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses romance in context.：考卷在語境中使用 romance。
W433,41-45,formerly,adv.,以前；從前,formerly known as Kanye West。,,,,formerly in context：在語境中使用 formerly；learn formerly：學習「以前；從前」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses formerly in context.：考卷在語境中使用 formerly。
W434,41-45,doctored,adj.,被竄改的,doctored headline。,,,,doctored in context：在語境中使用 doctored；learn doctored：學習「被竄改的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses doctored in context.：考卷在語境中使用 doctored。
